-80 73 16 21 -80 41 51 -57 -63 76 37 83 -30 34 -48 98 -38 29 -82 42 -60 -94 89 42 60 -9 -12 55 79 -77 -3 -42 82 11 -4 19 -18 6 -98 -97 71 79 11 -7 -47 88 40 -51 -66 26 | 30

0 -147.438 71 -49.6875 20 -38.4375 -142.813 64.4375 5.0625 -38.25 -86.6875 -11.8125 31.125 12.125 -13 -66.875 -36.375 -108.188 35.875 -15.375 5.25 170.125 -118.438 16.625 -18.25 92.4375 48.25 38.4375 -56.0625 145.188 -20.1875 -30.625 -122.875 -30.3125 27.75 -29.8125 16.875 57.375 29.875 18.9375 -21.5625 -39.0625 -24.3125 94.5625 55.0625 -45.5 34.5 -13.1875 71.875 -47.375 | 9.875

0 0 -4.62671 12.4499 108.852 -107.509 -27.6718 143.116 95.3187 10.2588 -9.17567 -36.9436 -2.6184 -19.1774 107.396 -138.291 -37.2677 13.4338 161.221 -81.3234 121.486 44.0504 -147.515 -104.361 -117.69 -13.892 -11.1329 -42.6914 12.7596 139.592 55.981 63.0647 -113.276 73.7436 40.3691 47.1899 64.6623 -95.3881 38.8659 64.9033 -107.446 -24.6665 15.2991 82.4047 -41.2522 -114.812 -88.8059 35.2291 28.3543 -107.086 | 23.4142

0 0 0 -214.369 -2531.7 2435.67 657.057 -3237.73 -2131.34 -161.335 272.485 805.541 127.742 400.007 -2444.88 3218.24 901.441 -319.99 -3648.14 1958.33 -2699.3 -983.245 3470.22 2377.19 2628.77 382.778 225.585 1064.56 -246.222 -3325.27 -1207.63 -1368.17 2548.38 -1659.69 -1001.02 -1084.85 -1504.46 2247.41 -959.697 -1570.2 2379.55 629.336 -275.1 -1909.44 947.672 2728.48 2027.62 -744.064 -656.27 2455.07 | -516.083

0 0 0 2.84217e-014 1408.16 -1173.2 -290.98 1644.66 1159.99 49.6609 -72.2545 -560.274 -144.448 -276.981 1307.01 -1847.48 -352.175 237.619 1902.67 -1035.78 1475.36 367.066 -1865.15 -1318.5 -1352.94 -422.989 -191.63 -639.763 101.617 1740.48 690.985 680.405 -1193.54 860.664 545.33 508.046 763.076 -1280.52 546.518 986.169 -1287.98 -408.805 40.8721 841.792 -579.517 -1480.98 -1080.83 359.41 361.876 -1171.88 | 238.497

0 0 0 0 0 29.7001 -24.8259 -132.745 -97.1937 -224.871 -82.5269 235.15 51.8077 85.6925 -190.77 156.213 -8.0567 -0.61551 -79.0347 34.5778 -345.135 -8.88082 62.3445 161.476 105.464 126.926 39.3698 -11.5048 -91.1961 82.8977 -311.094 -92.8621 92.0621 -133.977 -12.8292 -18.1674 -46.529 8.82704 38.2161 -71.2021 185.733 20.1647 -90.2128 150.276 236.016 -70.5364 143.571 -60.5852 -87.8844 -48.3365 | 20.32

0 0 0 0 0 0 -342.816 -692.488 -591.655 -1202.99 -585.74 1341.25 271.229 421.49 -1156.48 794.433 -169.562 -82.1351 -231.927 145.779 -1965.12 117.912 244.998 893.835 422.49 741.083 193.541 89.6524 -407.539 676.856 -1725.97 -535.195 416.871 -719.28 14.5626 -7.14557 -303.06 16.0759 281.97 -355.583 932.203 194.745 -511.752 999.152 1403.89 -486.775 789.137 -415.505 -408.168 -334.602 | 251.899

0 0 0 0 0 0 0 537.127 351.294 829.223 209.497 -881.626 -226.24 -216.121 777.149 -560.271 -39.7842 4.59993 182.553 -108.469 1293.88 155.878 -282.126 -626.775 -333.849 -326.738 -137.817 31.726 185.306 -380.564 1084.3 358.443 -329.237 401.365 45.6317 44.7994 148.978 80.872 23.1515 283.167 -675.878 -203.376 407.435 -625.846 -792.631 266.616 -549.902 337.213 454.586 310.773 | -212.749

0 0 0 0 0 0 0 0 180.447 161.445 193.587 -425.824 -196.805 -102.701 157.354 -210.527 152.632 60.5261 35.4657 -117.008 473.518 -40.3548 -63.6146 -245.619 -188.627 -380.836 -20.4812 -67.3604 -18.8211 -237.986 442.002 84.2833 -4.94333 49.7792 94.8447 -23.0828 -45.5806 13.3333 115.876 297.969 -230.214 -139.53 27.7466 -408.413 -311.96 -56.5348 -104.22 18.9086 268.046 164.967 | -213.388

0 -1.42109e-014 1.42109e-014 0 0 0 0 0 0 -90.923 114.444 246.272 144.112 -13.1623 -239.246 130.919 1.72204 -90.9684 14.5787 27.0203 -152.324 -156.316 206.207 157.949 13.3404 187.197 23.8051 135.122 111.716 100.565 -163.782 -94.1523 -71.231 -60.8931 -90.2492 -22.8802 -13.1099 -20.0578 -300.282 -138.26 56.4143 119.563 -46.8379 221.168 97.2046 90.7122 181.907 -128.705 -271.004 -46.6569 | 176.345

0 0 0 0 1.13687e-013 0 0 0 0 1.77636e-015 53.359 -125.778 44.6232 -80.7967 50.615 -2.55322 -23.8147 -1.58997 62.5959 -127.078 8.85844 134.011 -91.1443 46.8505 -23.7338 -69.0291 59.3341 24.355 -56.0703 -80.2765 -18.9098 94.6644 -151.101 -80.5147 -43.0922 -44.1496 33.3394 -29.7631 -3.53636 82.5595 -114.298 -9.3374 31.3306 -31.661 30.3795 4.83566 67.6376 8.41661 99.9211 73.1321 | 36.5001

0 0 0 0 0 0 0 0 0 0 -1.42109e-014 738.493 154.222 -16.8529 -611.558 134.396 82.365 -311.76 -96.8172 316.866 -290.302 -627.056 656.203 320.202 156.285 647.132 -169.966 354.954 502.154 455.766 -266.001 -358.372 84.8071 22.3686 -26.7597 85.4714 -156.982 70.9157 -630.021 -367.588 390.361 297.985 -136.573 507.074 6.82737 423.493 136.447 -323.086 -803.681 -75.9847 | 360.54

0 0 0 0 0 0 0 0 1.42109e-014 0 0 0 -33.5703 -254.017 -133.132 -93.5042 -57.2467 -135.377 56.4462 -142.003 -45.5243 6.81729 -55.5563 96.1258 -44.9121 97.7632 7.76884 120.355 100.935 66.3478 -27.2177 97.7266 -261.332 -59.586 116.399 -45.9202 27.8065 -129.867 -55.932 227.905 -59.8795 117.563 52.0196 50.1874 17.4767 13.8957 -4.33637 -223.817 -130.236 -7.58541 | 101.55

0 0 0 0 0 0 0 1.42109e-014 0 0 0 0 2.84217e-014 2154.41 1127.54 525.713 455.024 1098.83 -491.947 1226.14 586.018 -335.79 291.385 -1203.37 162.379 -1108.05 -79.6255 -1041.7 -714.611 -562.328 683.676 -834.099 2360 882.131 -784.017 484.275 -80.9541 826.189 583.456 -1713.27 362.367 -828.897 -386.851 -669.338 -455.32 -323.039 -334.257 1584.89 884.925 -225.367 | -897.768

0 0 0 0 0 0 0 0 0 0 0 0 0 0 -125.831 277.414 -28.3407 180.459 -111.545 191.441 -201.641 249.298 143.164 24.1553 24.3855 273.477 -14.7993 -232.818 -217.773 -118.488 -302.405 -91.0631 206.833 -188.548 180.915 -95.9373 -260.58 235.031 289.349 -86.9151 207.044 -151.634 3.96725 88.9125 249.725 -206.628 23.3696 200.29 251.261 146.345 | -440.22

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -172.966 77.4948 -193.634 -116.021 -253.546 232.468 -229.978 285.439 341.77 242.622 28.9977 -141.128 277.384 168.677 349.461 32.4001 39.2442 -217.873 -195.191 -219.58 -62.3662 2.68513 188.957 -475.525 -43.1568 182.219 -136.848 -77.5416 -55.5825 -47.9653 569.883 307.381 -55.2968 -224.663 211.17 | 402.134

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100.978 -8.76237 105.342 247.99 -72.6087 -146.152 -94.321 -154.305 -149.798 -49.8775 107.059 -92.2267 6.10614 -73.785 -38.3225 -33.9696 305.626 105.932 139.369 50.268 -56.9134 -95.1581 288.884 4.61024 -61.9626 103.768 -36.8534 -16.1377 -121.241 -258.291 -301.266 -56.8201 74.3027 15.7033 | -169.594

0 0 0 0 0 0 0 0 -1.42109e-014 0 0 0 0 0 0 0 0 -55.0651 62.9962 -65.2213 -92.1283 195.856 -176.141 -167.06 -190.232 -55.4017 240.384 -142.187 -274.912 -338.698 93.9214 123.476 -125.082 40.8404 -14.4107 71.1294 30.3934 -193.601 310.368 171.598 -279.522 36.1754 10.2769 48.8999 -108.334 -309.71 -67.013 85.6241 146.952 -80.9017 | -281.151

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -205.838 -313.137 306.038 217.9 206.439 77.8961 125.876 167.096 -314.31 293.14 45.8776 140.384 169.134 -45.5805 -321.102 -93.0505 -152.274 -199.559 -39.5962 299.071 -535.29 -144.471 142.33 -274.365 -59.6526 114.934 152.808 456.691 453.459 22.5319 -217.049 -81.0356 | 312.97

