-98 -6 -84 -24 90 5 4 10 66 -84 61 70 35 -19 -76 -53 79 45 92 95 -83 -95 -16 -6 -40 -9 -82 52 16 78 -91 -25 74 -20 -30 -31 -39 -97 -59 -24 -31 58 -90 92 72 -58 76 -38 -76 -44 | 83

0 -93.6939 46.2857 -59.7755 117.408 -44.7551 21.7959 68.4898 12.6327 22.2857 99.3878 41.4286 100.714 -43.5306 -97.1224 23.2041 13.4694 -8.79592 70.3061 97.6531 -133.265 40.3469 3.81633 -43.6939 -36.9592 65.9592 53.1837 -55.6531 -10.8163 29.0204 -104.857 -99.2245 81.2245 28.0204 18.5306 -23.9184 -35.5102 -11.551 -48.4898 -96.7755 -35.9184 54.0408 -45.4082 125.306 -62.6735 -4.04082 -63.8776 -23.0612 -60.1224 77.2449 | -55.7347

0 0 -171.215 23.8162 42.7295 42.0278 -60.2228 78.4459 112.143 -79.3627 5.62437 -29.328 -18.5044 33.6782 -54.0211 -28.8749 58.6544 -43.7387 33.1773 161.87 -122.952 -20.7692 -103.34 -17.7752 -97.198 86.6684 -3.68416 145.139 -30.4119 -14.7854 4.93716 -33.671 69.8101 41.2501 -31.2906 -74.6712 -46.3617 -168.702 -59.656 -36.8702 15.7548 52.5711 -44.2858 -21.7754 110.144 45.6537 70.7373 -85.9159 22.6652 -40.8037 | 117.662

0 0 0 -152.866 35.275 -83.907 112.33 -7.52125 24.8049 -35.8351 43.5142 15.2741 126.486 34.9793 -91.9397 25.1209 65.4733 -13.6167 39.3591 112.164 -44.4119 -7.5606 -9.65719 -18.0921 13.2626 71.6621 14.9978 -95.2524 77.9124 16.2323 -121.458 -30.2738 160.725 80.5097 -43.9446 -92.8655 -14.3596 -3.20775 -126.117 25.7531 -43.167 34.7881 -77.8303 167.458 -48.5246 -75.1394 36.7439 17.6532 -120.147 -27.9727 | -14.0989

0 0 0 0 206.105 50.961 -47.491 27.6379 -92.9796 -85.0685 135.728 135.703 72.8376 -153.249 -112.796 -25.4484 -37.8993 119.068 160.027 26.1223 -89.928 -13.7424 16.0409 -102.408 -44.9302 -123.927 54.9752 26.1188 -47.8519 68.6372 -93.9956 -119.979 69.745 -87.0737 -27.8463 110.149 -92.3311 -53.1855 87.2168 -61.9967 -85.2097 10.6197 -131.247 135.259 -83.1772 -25.4833 -133.718 -38.8694 -101.315 152.389 | -118.03

