60 -96 -89 38 -93 73 2 36 -46 -12 -99 -76 -38 66 73 4 84 -94 -69 14 -45 49 -29 89 -18 -71 80 10 -56 -38 48 96 54 98 -64 3 -23 -43 -66 -90 32 96 -54 -33 -57 66 -97 0 -35 -16 50 -40 6 -22 -52 91 -31 -79 76 83 -75 71 -26 18 -99 64 -81 75 -8 72 33 -93 73 -62 46 -24 21 -82 48 -86 -33 -54 47 -7 20 -40 83 -46 -78 15 -41 -88 -55 0 37 -82 -72 -36 -85 -81 74 4 6 69 65 -89 -14 -3 -78 -22 26 -9 -62 -92 -79 -67 -13 -92 88 29 -97 -24 -7 43 9 84 -28 -56 -48 72 41 25 -91 81 -38 -5 -44 70 -59 -56 -26 9 32 -63 13 19 -16 88 80 81 -24 76 18 -48 59 -64 -92 -56 -96 69 61 72 95 63 2 40 -24 93 -71 -16 59 24 -21 -65 -33 -91 -78 -21 4 -70 -37 -96 -14 91 92 -66 -32 -83 80 -84 -21 31 -41 -11 -29 -24 -15 81 52 -69 30 72 17 -88 52 14 -98 -48 31 51 10 68 96 -28 46 -81 96 -53 -8 47 -13 87 59 -16 30 23 77 59 21 -13 46 -66 73 -37 -2 50 52 -84 81 -44 13 16 -47 -60 54 2 21 98 -12 26 -12 22 -14 -83 76 -26 -3 -11 -24 50 64 -37 -29 -24 59 -80 -30 93 4 85 -11 -18 24 -7 61 67 46 -6 -43 97 -98 64 -1 -81 29 83 53 19 54 79 68 -80 -80 -60 78 -34 -89 85 10 -23 -80 22 -95 -93 96 87 75 46 13 51 41 56 -45 12 25 24 96 -31 -90 37 -65 -13 -55 -15 38 -17 47 65 -89 -97 -99 -86 -24 -38 73 14 92 -42 26 -1 72 9 -14 -80 11 63 27 22 95 58 -85 -58 33 18 -28 89 66 67 -85 -49 45 -68 -49 -40 -65 22 61 -58 -94 -55 -74 43 18 78 66 83 -46 8 -45 -62 17 -13 12 -16 47 -13 -68 -48 71 -31 9 -23 70 -24 33 -25 2 18 82 41 | -90

0 177.8 92.8667 19.9333 63.4 -15.7333 -70.2667 -77.8 148.133 -42.4 24.2 96.1333 35.0667 -106.8 -44.7333 -91.5333 -80.2 194.533 91.2 38.1333 94 -54.5333 -2.13333 -100.867 -17.6 158.467 -49.6667 -68.3333 77.4667 40.0667 -99.4 -198.8 -54.2 -126.067 159.533 54.6 -50.9333 143.733 126.8 28 -88.2667 -141.8 140.2 37.4 118.6 -78.8 166.933 40 -29.3333 -32.8667 -109.667 20.3333 77.2 30.9333 -34.0667 -188.133 32.1333 28.5333 -156.133 -186.067 58 -144.467 37.4667 -83.4 86.2 -18.5333 -5.2 -78 -76.9333 -65.6 -6.4 63.4 -7.73333 -1.73333 -102.133 -9.8 11.2 139.933 -139.4 26.4667 18.4 144.2 -66.2667 14.9333 -59.6667 98.3333 -182.067 49.1333 11.4 78 35.4667 165.733 81.3333 6 -103.933 -5.06667 120.6 87.8 13.3333 107.8 -72.8667 41.4667 -30.8 -52.2 -36.6667 64.8667 -72.1333 66.4 53.4 -65.0667 -107.467 -9.8 116.267 94.2667 42.5333 10.9333 58.7333 201.267 -119.733 -4.86667 168.933 -39.8 31.9333 32.2667 47.8 -123.2 11.7333 -3.53333 142.4 -56.6 1.53333 -44.3333 125.133 -145.8 47.0667 42.6667 67.8667 -101.333 124.867 62.4667 -3.53333 26.8 -99.2667 132.4 -69.7333 -48.5333 25.1333 -198.733 -171.667 -20.8 56.2 8.86667 70.6 103.4 -104.867 10.5333 96.2667 85.4667 154.8 -20.2 -35.1333 -46.6 -139.667 -148.4 96.7333 -1.33333 -35.8 -92.4 94.4667 -58.8667 -12.8667 -26.2 27.8 12.6667 26.4 147.133 93.4 -71.2 90.4667 -10.6667 20.9333 114.8 60.8667 -145.133 -143.267 134.8 -44.7333 97.0667 -167.667 190.2 40.8 -74.1333 11.4667 -57.5333 9.86667 68.2 -2 -128.8 -45.9333 27.2 -74 -163.6 -9.26667 99.7333 -133.933 -34.8667 192.067 -4.6 -126.133 -40.8 4.66667 -2.06667 -27.8 42.7333 -17.1333 96.8 -115.8 14.0667 57.0667 -59.2667 95.7333 -175.6 -34.8667 24.1333 -37 -72.0667 -3.26667 -4.86667 -94.8 74.7333 -57.1333 -24.2 -133.733 101.933 20.2667 -16.6667 -56.9333 117.2 -122.8 117.867 43.2667 -100.133 20.2667 10 -43.2 -40.2667 -104.8 -19.0667 26.6 -71.4667 61.6 -43.9333 21.8667 113.067 -19.1333 110.467 57.4 102.467 -44.8 13.3333 -9.53333 23.9333 12.8667 84.2 -17.8667 187.667 -53 -148.4 18.4667 -17.3333 93.4667 62.4 -22.2 50.9333 28.8667 -10.9333 -53.1333 48.8 14.7333 -62.9333 91.0667 -155.533 -90.8667 109.8 7.13333 -131.067 -33.0667 -110.533 -78.2 -122.533 16.9333 39.6667 101.667 -2 -65.4 -32.4667 92.8667 -136.333 47.6667 50.0667 57.6667 -28.9333 153.667 70.4 -189.8 -49.6 -13 -37.1333 60.2667 -110.8 -111.467 -97.4667 -36 25.4 1.66667 -75.2 -118.8 -2.86667 5 16.0667 31.6667 6.73333 155.333 32 -102.067 54.2667 -77.2667 -60.6667 26.8667 83.9333 20.2 136.467 -68.8 107.067 -35.7333 -85.8667 -13.2667 -28.4 -15.4667 -23.8667 -168.6 51.8 -9.13333 63.6667 -71.4667 -24.4 5.4 49.0667 -204.667 -20.7333 35.3333 116.733 -4.4 -22.4 60.7333 -136.867 -74.8 -97.9333 88.3333 -27.4667 -144 123.067 0.533333 -51.6667 85.6667 34.0667 -9.13333 39.7333 117.533 85.3333 133.867 -61.7333 7.6 -129.4 -150.8 -26.0667 120.133 -80.0667 141 4.26667 -3.26667 -45.2667 -25.6 -30.8667 -144.267 94.7333 87.0667 31.4 -94.4667 -25.8667 75.8 -59.9333 -177.333 36.2 -128.4 -67.6667 -86.2667 -25.4 -106.933 -55.4667 | 135

0 0 74.6529 -141.181 -35.34 -1.28918 129.363 111.274 -176.101 109.988 -19.1156 27.1759 11.5322 -27.4651 33.4712 127.821 -98.0281 -45.9181 55.2483 -89.8033 -86.232 82.6523 -4.40786 -25.9948 -30.0523 -50.2431 7.54368 90.9124 -8.95538 -97.254 137.551 22.1024 55.5832 106.578 1.08586 -43.1161 14.6062 -35.7395 36.32 153.697 -19.9063 6.53881 -44.9072 -23.4513 -45.3805 -4.26828 -105.648 -110.29 40.3295 145.662 22.479 93.5358 -141.6 -88.7111 58.0105 87.6416 83.6902 -30.2637 115.259 101.263 62.7292 38.8415 62.8348 -20.2649 77.5346 -11.0589 134.928 56.4159 10.2448 49.396 9.77643 81.66 -79.9472 64.5592 131.068 64.1811 31.3287 3.94807 110.841 14.3646 50.7365 -139.736 -23.2159 40.355 134.116 -22.1301 48.4343 23.6669 136.187 -36.9159 24.9993 -36.0491 53.3932 23.2565 41.3407 102.75 -101.045 -24.847 -26.0134 -5.24213 11.452 -73.4942 -18.2165 -109.581 25.3494 -24.544 154.35 15.2882 0.982565 156.185 111.173 35.9311 -52.3969 -71.8373 59.3347 -45.816 -70.8728 -49.2636 111.015 -59.8914 -34.5623 -18.1012 1.08165 -119.737 7.69319 17.1339 -40.6318 -41.4177 -84.7132 32.7807 -84.4178 14.6883 -45.3346 20.6178 47.0452 -35.0929 -58.1657 -17.4981 -105.479 -69.5966 19.0823 -33.2044 19.6235 4.10939 10.4026 105.409 8.14098 54.6385 167.329 31.9609 19.0022 -80.6877 -99.6822 -36.3802 78.3342 -6.28309 -43.7518 -112.613 -73.9831 -84.2134 58.6816 -14.7919 23.4467 76.2067 -63.4985 -76.7237 96.0697 5.10039 -25.9787 133.55 -56.7333 -34.7199 -92.6617 -33.3752 -72.9215 28.6058 21.6924 174.107 -64.3997 111.711 14.1115 -55.6929 -115.965 93.4797 74.7428 -163.338 155.221 68.9324 40.4998 -18.27 55.894 17.5145 13.9735 -2.47591 -76.8949 -59.4848 15.1645 -17.6555 55.5699 23.5127 45.3369 42.207 84.7206 -5.87027 116.808 -43.9237 -126.757 119.003 57.2918 11.606 -57.9672 -29.6217 -51.5883 31.6933 -4.29903 -86.7123 -64.3498 68.8846 -18.0274 -24.9167 -4.29124 81.444 32.3263 -43.9018 -56.0816 -28.8638 -63.023 -67.3914 59.7978 -146.189 79.9912 69.8656 91.6669 -61.4262 9.49963 31.4543 99.0997 -13.3903 27.601 -170.028 -12.7672 88.6532 -50.7504 93.4274 -20.9466 -20.3545 156.37 -36.8483 15.937 2.71185 -96.5669 82.1554 41.368 -29.3837 -94.8845 -39.0448 -116.096 -51.6368 63.685 -145.263 28.3258 104.24 11.2333 -69.8009 -89.947 -120.645 49.2345 149.707 -112.477 -111.158 -109.021 -111.633 18.4511 -99.1062 -15.5828 -132.184 -69.8378 -15.0141 48.7464 -104.907 83.9259 -6.91489 160.933 3.84336 -71.3784 21.6143 8.30324 25.7586 12.5574 55.2457 -169.81 -8.97113 52.679 35.9145 49.5045 3.37889 63.6529 104.756 -90.1292 -56.0766 72.7983 -74.2034 -118.848 103.959 62.4871 59.8299 -34.8057 -52.1539 -148.041 19.6139 62.7521 80.1005 35.2112 61.2857 20.6546 49.1856 39.5219 58.1941 100.714 9.4701 81.4369 99.9045 -7.44366 -105.382 130.604 2.20294 -30.6861 -39.6765 -27.1683 -34.1956 129.713 -118.933 75.6592 -77.3901 2.85592 134.896 -1.70041 7.08605 -65.8945 101.796 51.9933 1.86417 -70.9571 80.0547 73.9618 51.507 20.1808 -34.8693 60.6683 -82.2529 -16.073 7.35639 29.8619 40.3425 53.4627 -10.5337 -41.0973 72.0972 9.19244 16.8426 141.095 -114.206 18.0395 102.458 -42.2549 -147.51 -39.2071 -44.9349 -1.20941 31.5642 -32.8446 -2.75544 33.6249 80.7688 29.6541 -11.8975 17.7017 83.0442 -154.223 -42.1843 -96.023 41.6818 60.1057 91.7473 145.45 4.66601 3.25497 90.5422 47.9787 137.211 -180.11 83.2215 153.253 -20.8526 139.562 96.5243 5.67923 -25.7857 67.4625 2.14576 | 35.2705

0 0 -5.55112e-017 -17.3938 -75.9368 105.212 79.8047 -79.5272 31.7323 -53.9162 -29.8222 33.9053 81.9532 97.1248 -1.72601 6.7865 -69.168 -58.934 -10.2643 -30.2993 -15.9263 78.894 53.4834 -39.1596 72.0106 -33.9142 -11.5562 -100.906 47.8069 -0.204512 -82.2975 -91.005 -12.6086 -80.7821 -24.8396 77.2729 -68.2441 52.1806 -82.546 -42.9777 46.0719 71.3009 52.4695 -55.0363 42.1173 108.467 53.6959 6.96197 -58.8006 -110.731 -44.0533 -2.87617 -18.5212 59.8254 -116.659 -39.1952 -42.03 -6.74803 -31.7037 -47.402 -86.7044 81.2299 61.5869 -44.0982 46.9371 -47.4251 -86.5029 -35.6788 -71.4915 62.8887 -11.6945 -94.6721 -23.4395 -26.7074 25.2099 30.5258 52.8484 -2.49932 -46.3985 -110.657 -100.905 38.9924 85.9405 -31.9432 -40.6689 20.925 48.8569 58.5365 11.6857 -32.9438 30.6113 -25.9695 21.7611 -32.7558 79.3067 -31.7198 -26.8194 -68.6987 -119.997 -41.4375 77.3433 91.8706 45.6775 73.6428 30.5943 37.1352 46.0152 3.9402 -80.7323 -43.9589 -42.901 21.4533 27.3707 -117.105 23.933 -87.3286 103.205 0.54732 -29.8424 69.2987 15.7126 -27.9087 63.2428 -11.4206 -74.9221 14.1443 -9.62579 -71.7585 102.929 18.0786 -46.6642 63.8847 17.3309 37.5355 -35.4893 -20.1427 89.2917 -51.8711 6.04712 -104.288 34.3613 47.4688 -66.7255 -60.696 76.6259 35.6414 55.5728 72.2059 -85.8304 27.4293 92.1033 9.76168 43.086 -73.4114 57.7579 -122.32 60.182 -52.6879 -63.8646 17.8985 63.9401 68.6948 93.2389 -64.5163 122.714 45.1732 3.30063 45.4069 77.1032 19.3201 -18.0749 66.9471 -90.4258 -61.1051 25.7257 -31.0359 33.4064 57.9573 -30.8322 -85.6737 33.112 21.7516 -75.4671 47.7321 17.7324 81.5625 -1.74115 28.7092 65.8936 -91.6118 0.652949 9.66168 -54.8807 38.7339 -28.2804 54.3772 86.6913 83.7153 -83.593 -49.895 -27.9323 54.2252 -38.0297 27.5472 -84.3693 -57.5033 98.2025 16.5862 -59.6378 -47.5772 17.9457 100.307 -9.91764 67.103 108.757 84.5255 53.7711 11.9766 108.737 -27.4267 -41.6396 -87.0521 30.2675 28.6681 10.2788 63.832 7.28912 -16.1542 3.10704 45.386 -53.0417 -99.7467 -87.7149 -6.64387 -49.2635 68.4403 -46.4154 -64.5581 40.8212 -24.4193 52.956 -10.5601 -37.1348 -51.2699 -63.5787 -88.3027 -73.8171 17.9134 23.6636 92.1226 -4.5191 98.2034 -58.493 74.0346 -10.6373 87.1428 -61.3196 83.1182 -87.5813 -54.4975 41.4129 79.2408 28.8609 -28.8504 44.9752 -76.7555 -45.0906 -11.4782 -61.214 34.9321 35.3933 99.061 -91.4602 -68.7248 -5.76306 113.447 17.8268 -20.2977 -109.242 8.72631 -99.5254 -51.1969 21.4829 -1.03118 35.1515 43.8433 74.1356 64.7752 -62.8995 -38.1907 -52.409 24.248 -111.773 9.31085 -32.3657 -19.8444 -39.9309 20.0004 -81.8882 -44.3961 -31.0949 -50.3381 87.6047 -55.1902 9.82664 57.2806 68.9564 -79.5768 -21.2546 17.152 -37.7735 -61.8885 -81.8132 60.9006 -22.4936 76.0655 56.4232 -104.98 26.0257 25.3135 -60.424 73.0824 79.2908 -97.6726 88.6282 -93.0891 -21.5615 112.442 -98.6537 -43.986 -130.684 9.66964 8.78211 -60.804 -28.4481 -38.4449 9.33652 72.4746 57.5302 54.3798 -21.9949 26.0414 67.0295 -89.7502 17.9249 -55.6277 84.2745 -42.5111 72.9432 -40.1874 -99.9615 -33.0967 42.6428 -79.3441 -29.8628 7.40131 96.6255 -76.9963 62.1609 -9.52045 -48.0045 -93.3651 -101.04 48.3838 -46.1337 -58.279 37.58 10.3894 -16.0575 46.8252 -73.0739 14.0624 83.6498 -33.3923 -78.4299 56.3846 -5.97383 44.525 12.3919 71.3538 13.4965 -63.6012 -34.9098 -77.929 -95.1937 103.072 52.5547 17.107 -35.2414 -20.8062 46.7464 -35.7608 -103.555 -95.2806 80.2199 19.4636 -76.1255 -17.6237 9.69733 -34.4163 | 78.5607

0 0 -3.55271e-015 0 -111.95 9.19606 -47.2374 -32.7636 -4.68929 44.535 -165.31 -98.6795 -67.851 -22.905 96.5057 28.3888 95.9757 75.8003 -31.9826 -41.1246 47.1607 33.5941 -39.1588 -43.9131 -164.687 -2.67767 65.7238 94.3452 -97.0116 -57.5156 63.7191 8.05798 113.368 109.881 54.0513 -12.0438 8.26887 113.791 105.111 26.319 -56.4152 -48.8248 96.9761 74.7582 53.6122 -98.1151 -53.2862 -13.9098 29.1702 -20.2029 33.2483 -35.38 100.142 -138.23 48.9984 -66.1884 -13.464 -51.9781 25.0188 -25.1971 -9.83115 -123.347 52.1533 39.3703 -67.8242 175.904 -72.9172 60.1964 -85.0507 91.0067 -29.0333 -65.5889 153.828 37.4864 -108.443 -24.8289 -0.310103 99.3948 -98.125 -20.3022 -34.5075 90.8019 -146.726 -42.1402 -26.0065 128.405 -130.558 1.09659 -104.318 47.9293 -49.6381 41.0889 72.5504 -41.8337 -132.534 -21.2291 30.8192 128.396 -22.5313 17.7177 58.8871 -14.3074 -53.6896 -121.759 -29.383 1.19573 -159.467 173.909 62.9007 -71.4307 70.1588 -47.8213 57.209 19.0842 -111.728 -49.0606 21.7635 131.101 112.595 37.8171 85.807 -61.3825 -91.4796 5.39461 79.1664 -67.6083 39.0404 -41.5267 -1.2782 84.9993 51.5158 -111.579 42.3095 -54.4186 18.5503 32.6883 -86.9921 38.3107 -45.8396 -37.958 -143.525 12.833 -112.305 73.319 -29.884 74.8593 -28.7261 -120.412 -10.4106 142.273 73.918 14.428 25.7649 129.524 -129.04 -45.6067 -164.072 -72.5245 -29.8046 -30.8377 -60.6441 14.3147 -91.6463 48.3115 -6.32132 63.6758 21.4258 32.3308 -93.1247 -156.721 119.793 -134.741 6.74072 -132.528 7.32822 -29.5612 -20.3378 -92.4389 157.237 4.73584 -92.3517 -74.0155 145.765 -20.5812 -43.2126 -23.0389 -18.1776 -89.4719 -67.9988 128.322 5.90248 -29.8509 -106.341 -7.17587 -22.6289 -47.5389 -9.93157 -143.59 95.9341 53.8613 42.9759 -189.439 57.8898 59.6345 -75.9932 19.2929 -26.2204 -22.5762 -100.607 1.13838 15.924 8.59497 10.5055 -59.3311 26.7324 -75.3574 -101.582 -118.194 -94.3381 21.0954 203.098 95.7665 -21.0398 67.7918 -101.843 -92.5561 82.514 105.838 -13.628 -2.00981 -41.5167 -90.2709 120.169 25.1665 -42.3254 -3.52753 63.081 18.3542 48.9191 107.483 121.516 2.92359 37.1908 -53.3468 148.601 -34.0914 69.5913 198.079 34.9548 -160.067 79.7579 13.3441 19.2413 15.1288 58.3782 -50.6362 135.587 53.0493 -60.3135 -5.46703 113.923 46.6895 -3.24034 19.6652 -26.8757 50.6927 -142.78 50.4166 -56.4158 143.145 -48.0556 -9.82061 66.1732 36.2329 102.735 -8.16525 12.1146 44.6465 -32.0206 92.1364 123.646 -7.48295 -100.252 37.7213 3.06735 -63.2494 -23.4817 -181.42 104.501 28.0311 146.34 -81.8524 64.4554 10.6297 155.581 -52.7389 61.4917 73.3208 46.1675 86.8897 -86.1775 59.1194 30.5257 40.8637 -159.188 -29.1793 42.9677 118.726 13.4035 29.0064 55.4684 43.2122 -12.7843 121.528 128.572 13.6569 -46.5115 -64.891 -127.829 40.0143 -13.192 48.9479 55.0713 -13.184 -69.3992 24.5831 -83.0171 -16.4585 -15.7742 -97.0851 -67.8111 -101.316 -48.5914 147.431 40.266 -102.823 131.327 -53.5551 67.429 -47.9189 6.48783 82.7257 -97.5754 56.2479 -59.1712 48.3006 -15.6776 87.4755 -194.3 -22.7066 -134.635 121.397 30.7285 81.9513 -0.352984 -60.8985 -81.2934 -7.84072 32.4855 -32.1277 -1.8588 88.1917 58.2513 -170.194 -1.82725 155.771 -31.8903 -90.9065 14.7543 -87.2276 18.7405 -70.7679 0.743181 -18.2981 -32.6895 95.728 177.912 -79.5879 14.8076 -212.148 -23.0682 58.8917 121.84 20.5335 -85.9316 6.37533 -120.784 58.5946 50.9681 -22.6329 8.39848 -110.926 -6.85326 -13.1411 -167.506 -188.196 -32.7028 89.2045 -26.594 -63.3671 | 44.7093

